epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_2,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_1,train/loss_bbox_2,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_1,train/loss_ce_2,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_1,train/loss_giou_2,train/loss_giou_enc,train/loss_mask_ce,train/loss_mask_ce_0,train/loss_mask_ce_1,train/loss_mask_ce_2,train/loss_mask_ce_enc,train/loss_mask_dice,train/loss_mask_dice_0,train/loss_mask_dice_1,train/loss_mask_dice_2,train/loss_mask_dice_enc,train/lr,train/lr_max,train/lr_min,val/AP/back_bumper,val/AP/back_door,val/AP/back_glass,val/AP/back_left_door,val/AP/back_left_light,val/AP/back_light,val/AP/back_right_door,val/AP/back_right_light,val/AP/front_bumper,val/AP/front_door,val/AP/front_glass,val/AP/front_left_door,val/AP/front_left_light,val/AP/front_light,val/AP/front_right_door,val/AP/front_right_light,val/AP/hood,val/AP/left_mirror,val/AP/object,val/AP/right_mirror,val/AP/tailgate,val/AP/trunk,val/AP/wheel,val/F1,val/cardinality_error,val/cardinality_error_0,val/cardinality_error_1,val/cardinality_error_2,val/cardinality_error_enc,val/class_error,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/ema_segm_mAP_50,val/ema_segm_mAP_50_95,val/loss,val/loss_bbox,val/loss_bbox_0,val/loss_bbox_1,val/loss_bbox_2,val/loss_bbox_enc,val/loss_ce,val/loss_ce_0,val/loss_ce_1,val/loss_ce_2,val/loss_ce_enc,val/loss_giou,val/loss_giou_0,val/loss_giou_1,val/loss_giou_2,val/loss_giou_enc,val/loss_mask_ce,val/loss_mask_ce_0,val/loss_mask_ce_1,val/loss_mask_ce_2,val/loss_mask_ce_enc,val/loss_mask_dice,val/loss_mask_dice_0,val/loss_mask_dice_1,val/loss_mask_dice_2,val/loss_mask_dice_enc,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall,val/segm_mAP_50,val/segm_mAP_50_95
1,383,34.78743362426758,22.6513671875,32.42578125,33.45344924926758,24.9560546875,25.0312442779541,11.462027549743652,0.03596573695540428,0.04212937131524086,0.0388372428715229,0.036943428218364716,0.06334710866212845,0.8176321983337402,0.9703929424285889,0.8517875671386719,0.8314854502677917,0.9142128825187683,0.13734500110149384,0.15302468836307526,0.14511007070541382,0.1399533748626709,0.196256622672081,0.05947199463844299,0.0647699162364006,0.062105488032102585,0.06023894622921944,0.08873898535966873,0.09596822410821915,0.10532476752996445,0.10003716498613358,0.09749586135149002,0.1552542895078659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.542501356918365e-05,9.542501356918365e-05,3.084674744968652e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.382492862641811e-05,9.382492862641811e-05,3.0329508717841236e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.200313070323318e-05,9.200313070323318e-05,2.9740604077233e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.996885298984125e-05,8.996885298984125e-05,2.9083007575536612e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6028152108192444,0.7111923098564148,0.612880527973175,0.28299733996391296,0.2615202069282532,0.5099143981933594,0.393968403339386,0.19750334322452545,0.8021647334098816,0.7167772054672241,0.8033672571182251,0.3689131736755371,0.28065255284309387,0.6078555583953857,0.433743417263031,0.36218973994255066,0.8229564428329468,0.2309209406375885,0.0,0.35593461990356445,0.5660526752471924,0.46180883049964905,0.4196963310241699,0.6118808388710022,1.5665795803070068,2.4830286502838135,1.6710182428359985,1.584856390953064,2.295039176940918,16.057544708251953,0.5961533188819885,0.46958303451538086,0.7648664712905884,0.5961215496063232,0.44046270847320557,10.588077545166016,0.03379613533616066,0.03899066150188446,0.03655910864472389,0.034831658005714417,0.05580776557326317,0.739318311214447,0.8577458262443542,0.7829550504684448,0.756758987903595,0.833613932132721,0.12882475554943085,0.14226682484149933,0.13598160445690155,0.13227833807468414,0.18001769483089447,0.05836164578795433,0.06304275989532471,0.06065516173839569,0.05882847681641579,0.07785467803478241,0.09244174510240555,0.09901828318834305,0.09563754498958588,0.09466114640235901,0.13530251383781433,0.6031861901283264,0.46981850266456604,0.5392534136772156,0.753339946269989,0.553220272064209,0.7015388011932373,0.6044542789459229,0.43765509128570557
2,575,43.71940231323242,27.966796875,40.5380859375,42.13118362426758,32.81998825073242,15.542106628417969,10.109537124633789,0.031767699867486954,0.03645746782422066,0.034160297363996506,0.0325712226331234,0.05603569373488426,0.7092229723930359,0.9024460315704346,0.7569474577903748,0.7245039939880371,0.831732451915741,0.12321624904870987,0.13650229573249817,0.13007846474647522,0.1259467750787735,0.17602425813674927,0.05163252726197243,0.055067140609025955,0.053800925612449646,0.052484121173620224,0.07372429221868515,0.0858113169670105,0.09208621829748154,0.08881592750549316,0.08753018826246262,0.12828491628170013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.773236913839355e-05,8.773236913839355e-05,2.836005023709731e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.530500053893775e-05,8.530500053893775e-05,2.7575388230616227e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.269902173196897e-05,8.269902173196897e-05,2.6732991500466596e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.992763130459934e-05,7.992763130459934e-05,2.5837118755589472e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6324349045753479,0.752007246017456,0.6240801215171814,0.30256858468055725,0.2823984920978546,0.5257931351661682,0.4863946735858917,0.24911175668239594,0.8389443755149841,0.7864660024642944,0.8165435791015625,0.3912379741668701,0.3064497709274292,0.6240862011909485,0.5085157155990601,0.4608050584793091,0.8329299688339233,0.25631141662597656,0.0,0.43706342577934265,0.5620709657669067,0.3811314105987549,0.4436872601509094,0.6309391260147095,1.6083550453186035,2.237597942352295,1.9086161851882935,1.7206265926361084,2.159268856048584,12.700002670288086,0.6346567273139954,0.5005215406417847,0.7721877694129944,0.6340051293373108,0.46798014640808105,10.049982070922852,0.03271075338125229,0.038146600127220154,0.03641626611351967,0.033256739377975464,0.05380686745047569,0.6941882371902466,0.8023963570594788,0.7218202352523804,0.7093873023986816,0.7919471859931946,0.12612903118133545,0.14033731818199158,0.13581320643424988,0.1281738132238388,0.17524504661560059,0.05321305990219116,0.05877554416656494,0.05775308609008789,0.055889252573251724,0.07152482867240906,0.0886773094534874,0.09324954450130463,0.09131427109241486,0.09324464946985245,0.12579062581062317,0.6436448693275452,0.5000448822975159,0.5717912316322327,0.7666938304901123,0.5602628588676453,0.7459007501602173,0.643275260925293,0.47574859857559204
3,767,48.60774612426758,31.9228515625,45.86491012573242,47.67805862426758,38.505859375,12.2454195022583,9.338469505310059,0.028946414589881897,0.033484991639852524,0.03141297772526741,0.02977111004292965,0.050946179777383804,0.6442287564277649,0.8538071513175964,0.6978804469108582,0.660727322101593,0.7704885005950928,0.11613044142723083,0.12864691019058228,0.12278620153665543,0.11853498965501785,0.1646987646818161,0.04670939967036247,0.05009562149643898,0.04849778488278389,0.04733382165431976,0.06542200595140457,0.08104956895112991,0.0859861746430397,0.08298671990633011,0.08193428069353104,0.11737250536680222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.700482819927856e-05,7.700482819927856e-05,2.4892306100809947e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.394541898975149e-05,7.394541898975149e-05,2.3903330657049082e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.076486508594826e-05,7.076486508594826e-05,2.2875196918903384e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.747926818206906e-05,6.747926818206906e-05,2.1813107196066994e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6550217866897583,0.7745004892349243,0.6022141575813293,0.3899317681789398,0.28424450755119324,0.5577523708343506,0.48340365290641785,0.2837032973766327,0.845467209815979,0.796334981918335,0.8203285336494446,0.34718412160873413,0.3365653455257416,0.6185526251792908,0.5259186029434204,0.4585418403148651,0.8320674896240234,0.2609463930130005,0.0,0.4545048773288727,0.6593849658966064,0.3814646899700165,0.4562731981277466,0.6455746293067932,1.3368146419525146,1.8903393745422363,1.4621410369873047,1.347258448600769,2.0,12.848437309265137,0.6528452634811401,0.5139074921607971,0.7750628590583801,0.6508041620254517,0.48255133628845215,9.920437812805176,0.03220381215214729,0.03681262210011482,0.03532307222485542,0.03369882330298424,0.0544387511909008,0.6825610399246216,0.7837401032447815,0.7041328549385071,0.6915000081062317,0.7733932137489319,0.1253783106803894,0.13876888155937195,0.13313868641853333,0.12857741117477417,0.17486365139484406,0.05617427080869675,0.058358363807201385,0.0559513196349144,0.05787283182144165,0.07283691316843033,0.08897905051708221,0.09514958411455154,0.08965129405260086,0.0883297324180603,0.12095069140195847,0.6571002006530762,0.5141003131866455,0.5837215781211853,0.7685338258743286,0.5960907936096191,0.731310248374939,0.6570471525192261,0.4840296804904938
4,959,51.60579299926758,36.35514450073242,48.83821487426758,50.99609375,42.48176956176758,10.322028160095215,8.86367130279541,0.02743925340473652,0.0320519395172596,0.02972622960805893,0.02826506644487381,0.05065646395087242,0.600719690322876,0.8069007992744446,0.6526257991790771,0.6157241463661194,0.7318660616874695,0.11081904917955399,0.12343753129243851,0.11702579259872437,0.1131090596318245,0.16138975322246552,0.04431987181305885,0.048007041215896606,0.0462188683450222,0.04488995298743248,0.06054309010505676,0.07773347944021225,0.0826069563627243,0.07968764752149582,0.07888368517160416,0.10982585698366165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41052465653047e-05,6.41052465653047e-05,2.072243205475388e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.065985871828161e-05,6.065985871828161e-05,1.960868985406705e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7160548749379814e-05,5.7160548749379814e-05,1.847751491368399e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.36250154254958e-05,5.36250154254958e-05,1.7334630229015602e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6807441115379333,0.7988803386688232,0.6065192222595215,0.3647002875804901,0.2670936584472656,0.5592010617256165,0.43383917212486267,0.2675988972187042,0.8475446701049805,0.7982797622680664,0.8174790740013123,0.30318087339401245,0.3269558548927307,0.6323985457420349,0.5589549541473389,0.39360857009887695,0.8350666761398315,0.2576725482940674,0.0,0.3717876672744751,0.6704576015472412,0.43656685948371887,0.4732770025730133,0.6411082148551941,1.2297650575637817,1.7415143251419067,1.3368146419525146,1.2767623662948608,1.879895567893982,12.94633960723877,0.6522506475448608,0.5123493671417236,0.7794010639190674,0.6502994894981384,0.4788568317890167,9.752886772155762,0.031440261751413345,0.035712096840143204,0.033033501356840134,0.03208228945732117,0.05264100804924965,0.6701950430870056,0.7688892483711243,0.6960030198097229,0.6826690435409546,0.7552016377449036,0.12315108627080917,0.13505961000919342,0.12670855224132538,0.12509529292583466,0.17129205167293549,0.057334572076797485,0.05884813517332077,0.057334236800670624,0.05834163725376129,0.07284495234489441,0.08800660818815231,0.08955288678407669,0.08951763808727264,0.08926473557949066,0.1175084337592125,0.6504504084587097,0.5087742209434509,0.5744367837905884,0.7751373648643494,0.5742418169975281,0.7550789713859558,0.6487226486206055,0.4777604341506958
5,1151,53.73372268676758,39.46614456176758,51.28092575073242,53.12955856323242,45.3974609375,9.048827171325684,8.431875228881836,0.025932610034942627,0.03062392771244049,0.028059452772140503,0.026703672483563423,0.04728340730071068,0.563142716884613,0.7740654349327087,0.6150316596031189,0.5768857598304749,0.6927749514579773,0.10759919881820679,0.1206696406006813,0.11383887380361557,0.11015742272138596,0.15449516475200653,0.04133782908320427,0.04454818740487099,0.04276833310723305,0.04160410165786743,0.05678047239780426,0.07528318464756012,0.07996564358472824,0.07669433951377869,0.07573305070400238,0.10597223788499832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.007113941246644e-05,5.007113941246644e-05,1.6185817912628409e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6516906877513975e-05,4.6516906877513975e-05,1.5036888498798362e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.298029307392426e-05,4.298029307392426e-05,1.3893655932406546e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6808618903160095,0.7977526187896729,0.6148895025253296,0.30120888352394104,0.2651219069957733,0.5592132806777954,0.47666430473327637,0.23601065576076508,0.856022834777832,0.810268223285675,0.8205037713050842,0.33652064204216003,0.3305133879184723,0.6405727863311768,0.6116114854812622,0.40025290846824646,0.834344744682312,0.3042517900466919,0.0,0.4072524607181549,0.6279424428939819,0.41978591680526733,0.4535522162914276,0.6461624503135681,1.1853785514831543,1.6579633951187134,1.237597942352295,1.2010444402694702,1.5587466955184937,11.657711029052734,0.6517027020454407,0.5138977766036987,0.7815663814544678,0.6492213606834412,0.47905051708221436,9.964005470275879,0.03190815821290016,0.03738449886441231,0.0346728153526783,0.03356614336371422,0.05518971011042595,0.6898297667503357,0.7621429562568665,0.70655357837677,0.7007673382759094,0.7616533041000366,0.12335793673992157,0.13650715351104736,0.12924674153327942,0.12635238468647003,0.17336566746234894,0.05586051568388939,0.061593569815158844,0.059400442987680435,0.05734088644385338,0.0730757862329483,0.09130089730024338,0.09500940889120102,0.0936102569103241,0.09171691536903381,0.12144998461008072,0.6494191884994507,0.5123964548110962,0.5786006450653076,0.7773906588554382,0.5654041767120361,0.7783048748970032,0.6485304236412048,0.47331881523132324
6,1343,54.5517578125,42.39583206176758,52.87076950073242,54.171875,47.98828125,8.141289710998535,8.088451385498047,0.024715743958950043,0.029593830928206444,0.027032015845179558,0.025446264073252678,0.04601394012570381,0.5347413420677185,0.7309184670448303,0.582410991191864,0.5476070046424866,0.6628046035766602,0.10321623086929321,0.11643406003713608,0.10998434573411942,0.10559213161468506,0.14977878332138062,0.039882585406303406,0.043388038873672485,0.04168936610221863,0.040404561907052994,0.05400354787707329,0.07255665212869644,0.07709630578756332,0.07482888549566269,0.07345054298639297,0.10188963264226913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.947919321944937e-05,3.947919321944937e-05,1.276190232601948e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6031316994922236e-05,3.6031316994922236e-05,1.1647354085653205e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.265410850872286e-05,3.265410850872286e-05,1.0555650078458712e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.936464807135053e-05,2.936464807135053e-05,9.492310937275761e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6656113862991333,0.8096855878829956,0.6372984647750854,0.32852721214294434,0.27966105937957764,0.5498539805412292,0.4904821515083313,0.23830202221870422,0.8538591861724854,0.8164220452308655,0.812018632888794,0.3468114137649536,0.33122652769088745,0.6251675486564636,0.5861228704452515,0.3960714042186737,0.8308213353157043,0.29151594638824463,0.0,0.3989139497280121,0.6983446478843689,0.4491952955722809,0.4758111536502838,0.6528955101966858,1.3054829835891724,1.7206265926361084,1.3838120698928833,1.3159269094467163,1.74934720993042,11.445134162902832,0.6575787663459778,0.5185049176216125,0.7792315483093262,0.6545047163963318,0.4846821427345276,9.713985443115234,0.03145376220345497,0.03655354678630829,0.03409060090780258,0.03251811861991882,0.05311396345496178,0.6729242205619812,0.75083327293396,0.6899802088737488,0.6763579845428467,0.7534258365631104,0.12115773558616638,0.13637425005435944,0.12878508865833282,0.12501539289951324,0.16894182562828064,0.05579483136534691,0.05788440629839897,0.05827203020453453,0.05480532720685005,0.07132140547037125,0.08876041322946548,0.09409571439027786,0.08848395198583603,0.08546282351016998,0.11937229335308075,0.6550486087799072,0.5179010033607483,0.5868516564369202,0.7790045142173767,0.5903112888336182,0.7578460574150085,0.6523800492286682,0.488115519285202
